DEPTH,BS,CALI,GR,SP,RESS,RESM,RESD,DENS,NEUT,PEF,DRHO,DTC
2372.106,8.5,8.473,113.84,33.777,8.23,9.136,10.852,2.569,0.273,3.259,-0.006,77.849
2372.258,8.5,8.473,104.887,32.158,9.294,10.499,12.429,2.548,0.262,3.209,-0.006,76.426
2372.411,8.5,8.473,98.245,35.933,9.294,10.677,12.601,2.525,0.242,3.146,-0.005,75.309
2372.563,8.5,8.427,89.053,35.654,7.342,8.718,10.265,2.507,0.232,3.055,-0.002,74.832
2372.716,8.5,8.438,87.723,37.451,4.627,5.354,6.269,2.495,0.227,2.936,0.003,74.76
2372.868,8.5,8.242,87.007,38.504,4.269,4.886,5.682,2.482,0.226,2.836,0.01,74.744
2373.02,8.5,8.249,88.081,39.563,4.245,4.857,5.593,2.483,0.23,2.788,0.027,74.473
2373.173,8.5,8.242,87.262,40.513,4.355,5.016,5.725,2.476,0.234,2.74,0.03,74.823
2373.325,8.5,8.242,88.337,37.996,4.314,4.98,5.657,2.478,0.237,2.708,0.027,74.898
2373.478,8.5,8.253,87.544,36.183,3.824,4.52,5.109,2.461,0.237,2.691,0.008,76.041
2373.63,8.5,8.276,90.767,34.679,4.409,5.452,6.185,2.466,0.227,2.743,0.005,76.45
2373.782,8.5,8.311,88.26,35.321,6.373,7.933,9.168,2.477,0.244,2.815,0.007,76.293
2373.935,8.5,8.45,91.457,34.575,5.396,6.337,7.319,2.484,0.232,2.846,0.008,75.988
2374.087,8.5,8.481,89.07,34.013,4.931,5.708,6.594,2.486,0.237,2.805,0.006,75.741
2374.24,8.5,8.457,91.338,37.268,5.785,6.786,7.877,2.478,0.231,2.746,0.002,75.579
2374.392,8.5,8.588,87.118,38.704,6.032,7.026,8.113,2.473,0.252,2.744,0.001,75.628
2374.544,8.5,8.612,87.714,38.6,6.932,8.037,9.275,2.465,0.243,2.798,0.003,75.94
2374.697,8.5,8.681,88.311,38.579,7.81,9.092,10.462,2.474,0.244,2.868,0.015,75.986
2374.849,8.5,8.65,90.869,38.147,5.685,6.374,7.215,2.477,0.242,2.89,0.023,76.384
2375.002,8.5,8.623,93.615,40.429,4.773,5.203,5.815,2.479,0.251,2.87,0.026,76.549
2375.154,8.5,8.658,91.466,38.338,4.653,4.999,5.519,2.466,0.254,2.843,0.021,76.894
2375.306,8.5,8.82,89.676,36.85,5.398,5.846,6.399,2.466,0.243,2.853,0.025,77.444
2375.459,8.5,8.75,87.885,34.241,5.615,6.274,6.89,2.466,0.245,2.882,0.03,78.399
2375.611,8.5,8.854,88.123,35.179,7.649,8.821,9.66,2.464,0.252,2.911,0.03,78.343
2375.764,8.5,8.912,88.456,36.854,6.125,6.504,7.01,2.454,0.261,2.927,0.024,78.15
2375.916,8.5,8.92,88.933,33.844,5.013,5.131,5.53,2.454,0.256,2.919,0.017,78.082
2376.068,8.5,8.82,94.066,30.538,4.49,4.497,4.877,2.46,0.244,2.901,0.009,76.883
2376.221,8.5,8.808,103.975,25.938,5.539,5.528,6.067,2.491,0.25,2.928,0.004,77.287
2376.373,8.5,8.82,110.626,29.567,9.507,9.897,10.966,2.536,0.264,3.029,0.001,78.28
2376.526,8.5,8.92,118.385,26.219,10.904,11.362,12.591,2.576,0.294,3.184,0.0,78.733
2376.678,8.5,8.912,116.714,23.083,10.903,11.167,12.386,2.594,0.289,3.299,-0.002,78.835
2376.83,8.5,8.924,116.509,24.429,11.174,11.144,12.341,2.591,0.283,3.358,-0.004,78.964
2376.983,8.5,8.912,114.394,24.826,11.659,11.008,12.237,2.579,0.279,3.391,-0.007,78.753
2377.135,8.5,8.912,117.14,28.058,12.198,10.83,12.224,2.574,0.291,3.413,-0.009,78.856
2377.288,8.5,8.912,120.363,28.862,12.264,10.564,12.152,2.57,0.282,3.445,-0.01,79.289
2377.44,8.5,8.912,117.584,29.7,12.333,10.466,12.249,2.577,0.281,3.431,-0.008,79.502
2377.592,8.5,8.912,111.495,31.083,12.397,10.413,12.287,2.57,0.262,3.447,-0.009,79.661
2377.745,8.5,8.912,108.349,30.098,12.427,10.407,12.346,2.572,0.251,3.438,-0.008,79.558
2377.897,8.5,8.912,107.872,30.846,12.56,10.565,12.541,2.568,0.255,3.454,-0.009,79.375
2378.05,8.5,8.912,107.889,28.888,12.594,10.733,12.753,2.568,0.259,3.456,-0.009,79.247
2378.202,8.5,8.912,108.767,28.924,12.482,10.785,12.83,2.567,0.267,3.447,-0.009,79.079
2378.354,8.5,8.912,109.841,31.313,12.027,10.967,13.088,2.574,0.261,3.402,-0.008,79.158
2378.507,8.5,8.912,109.944,33.513,11.782,11.35,13.566,2.585,0.259,3.315,-0.005,78.478
2378.659,8.5,8.912,102.781,39.892,12.601,12.584,15.093,2.584,0.25,3.207,-0.002,75.072
2378.812,8.5,8.897,97.034,41.112,11.564,12.317,14.913,2.554,0.227,3.095,0.001,74.003
2378.964,8.5,8.912,88.081,42.161,6.061,6.53,7.847,2.518,0.22,2.994,0.011,72.655
2379.116,8.5,8.843,81.277,40.713,4.314,4.633,5.498,2.488,0.216,2.903,0.02,72.846
2379.269,8.5,8.854,79.102,43.4,4.264,4.607,5.439,2.478,0.229,2.827,0.026,74.471
2379.421,8.5,8.812,77.67,43.3,4.19,4.612,5.402,2.464,0.238,2.758,0.019,74.887
2379.574,8.5,8.974,83.161,41.768,4.195,4.763,5.547,2.456,0.241,2.713,0.01,75.007
2379.726,8.5,8.901,77.235,40.646,4.141,4.899,5.658,2.442,0.237,2.688,0.004,75.066
2379.878,8.5,8.889,79.981,45.054,3.997,4.92,5.662,2.442,0.229,2.645,0.002,75.173
2380.031,8.5,8.912,78.88,44.192,4.026,5.077,5.889,2.441,0.228,2.612,0.001,75.112
2380.183,8.5,8.877,83.178,44.612,4.129,5.191,6.112,2.453,0.219,2.596,0.003,75.088
2380.336,8.5,8.773,82.7,44.783,4.187,5.231,6.279,2.455,0.204,2.63,0.002,75.367
2380.488,8.5,8.773,83.212,43.021,4.253,5.274,6.443,2.461,0.201,2.673,0.003,75.025
2380.64,8.5,8.796,79.75,44.2,4.244,5.211,6.46,2.465,0.197,2.716,0.004,75.037
2380.793,8.5,8.82,79.511,43.353,4.197,5.114,6.392,2.472,0.213,2.743,0.007,74.958
2380.945,8.5,8.835,76.877,42.958,4.239,5.133,6.46,2.471,0.217,2.767,0.009,74.798
2381.098,8.5,8.854,79.025,42.55,4.34,5.207,6.586,2.473,0.219,2.789,0.016,74.922
2381.25,8.5,8.773,82.01,41.975,4.33,5.194,6.593,2.477,0.223,2.811,0.022,75.019
2381.402,8.5,8.781,84.9,45.156,4.36,5.23,6.649,2.488,0.228,2.82,0.024,75.355
2381.555,8.5,8.927,85.617,45.412,4.412,5.317,6.758,2.484,0.238,2.788,0.016,75.737
2381.707,8.5,8.935,83.826,44.7,4.483,5.486,6.966,2.473,0.248,2.717,0.009,76.039
2381.86,8.5,8.75,80.629,43.642,3.816,4.565,5.765,2.464,0.242,2.641,0.005,76.262
2382.012,8.5,8.612,80.987,43.829,3.997,4.74,6.044,2.455,0.243,2.603,0.006,76.155
2382.164,8.5,8.581,78.957,43.496,4.125,5.009,6.416,2.448,0.234,2.599,0.006,76.251
2382.317,8.5,8.6,79.725,42.963,4.061,5.029,6.455,2.445,0.228,2.636,0.006,76.601
2382.469,8.5,8.673,81.873,37.588,4.024,5.076,6.495,2.451,0.233,2.658,0.006,76.933
2382.622,8.5,8.712,84.858,38.522,4.069,5.245,6.661,2.465,0.231,2.69,0.008,77.87
2382.774,8.5,8.681,82.368,39.388,4.338,5.661,7.142,2.474,0.235,2.692,0.01,76.795
2382.926,8.5,8.635,80.458,40.054,5.393,7.009,8.862,2.474,0.22,2.698,0.012,76.727
2383.079,8.5,8.681,76.331,40.412,5.495,7.005,8.919,2.466,0.201,2.708,0.01,76.103
2383.231,8.5,8.696,79.196,38.295,4.543,5.58,7.171,2.454,0.196,2.707,0.007,75.647
2383.384,8.5,8.658,76.57,36.112,4.726,5.615,7.263,2.454,0.194,2.728,0.005,74.854
2383.536,8.5,8.739,80.279,37.629,5.393,6.288,8.191,2.462,0.201,2.767,0.005,77.172
2383.688,8.5,8.796,79.921,34.967,5.552,6.355,8.314,2.472,0.21,2.835,0.005,76.031
2383.841,8.5,8.854,82.428,34.022,6.029,6.918,9.028,2.482,0.213,2.921,0.004,75.098
2383.993,8.5,8.843,81.89,37.888,7.617,8.697,11.305,2.485,0.231,2.995,0.001,75.365
2384.146,8.5,8.901,86.094,38.554,8.752,9.778,12.561,2.499,0.242,3.037,-0.002,75.606
2384.298,8.5,8.927,91.346,37.583,9.675,10.724,13.706,2.507,0.252,3.039,-0.004,75.612
2384.45,8.5,8.927,96.718,37.529,9.844,10.895,13.91,2.513,0.248,3.015,0.0,75.935
2384.603,8.5,8.785,96.932,37.554,7.177,7.957,10.074,2.519,0.244,3.009,0.016,75.699
2384.755,8.5,8.681,92.66,36.344,6.096,6.796,8.546,2.51,0.246,2.964,0.024,75.304
2384.908,8.5,8.612,89.437,35.425,5.532,6.096,7.537,2.508,0.226,2.904,0.03,75.213
2385.06,8.5,8.473,85.139,35.8,4.737,5.233,6.439,2.497,0.225,2.83,0.026,75.174
2385.212,8.5,8.392,84.039,36.513,4.262,4.657,5.709,2.493,0.221,2.791,0.03,75.125
2385.365,8.5,8.311,84.517,39.371,4.196,4.628,5.638,2.493,0.227,2.799,0.041,75.389
2385.517,8.5,8.265,87.143,42.967,4.734,5.362,6.491,2.493,0.229,2.827,0.048,75.869
2385.67,8.5,8.257,88.695,45.442,4.385,5.027,6.043,2.495,0.233,2.851,0.049,76.614
2385.822,8.5,8.311,87.725,42.692,3.587,4.189,4.957,2.48,0.239,2.829,0.031,76.733
2385.974,8.5,8.299,88.441,43.148,3.818,4.651,5.458,2.466,0.238,2.812,0.016,76.725
2386.127,8.5,8.411,90.113,43.583,5.447,6.886,8.113,2.462,0.238,2.811,0.005,76.63
2386.279,8.5,8.484,92.157,43.579,7.617,9.97,11.914,2.48,0.231,2.861,0.013,75.599
2386.432,8.5,8.496,86.905,43.692,5.995,7.912,9.561,2.493,0.228,2.884,0.021,75.054
2386.584,8.5,8.311,79.264,43.658,3.722,4.685,5.621,2.487,0.226,2.853,0.021,75.57
2386.736,8.5,8.226,73.415,45.096,3.62,4.434,5.296,2.463,0.214,2.768,0.011,74.89
2386.889,8.5,8.211,73.094,46.523,3.415,4.105,4.882,2.449,0.209,2.687,0.003,75.293
2387.041,8.5,8.311,74.646,46.804,3.395,4.119,4.929,2.451,0.214,2.651,0.004,75.22
2387.194,8.5,8.357,78.108,45.875,3.496,4.342,5.247,2.455,0.217,2.638,0.006,75.015
2387.346,8.5,8.334,81.652,43.888,3.776,4.736,5.72,2.443,0.225,2.654,0.008,74.73
2387.498,8.5,8.38,86.069,42.704,3.997,5.032,6.015,2.449,0.218,2.709,0.025,74.865
2387.651,8.5,8.38,82.249,44.179,4.085,4.991,5.953,2.466,0.235,2.771,0.037,74.98
2387.803,8.5,8.427,80.831,41.996,4.15,4.994,6.038,2.488,0.226,2.8,0.037,75.636
2387.956,8.5,8.604,78.086,43.204,4.193,5.008,6.186,2.493,0.244,2.802,0.025,76.113
2388.108,8.5,8.619,83.935,42.754,5.204,6.304,8.016,2.499,0.251,2.822,0.02,77.028
2388.26,8.5,8.716,86.069,41.754,7.012,8.576,11.14,2.505,0.267,2.857,0.024,76.824
2388.413,8.5,8.82,86.427,40.987,5.556,6.385,8.24,2.51,0.253,2.863,0.023,76.086
2388.565,8.5,8.743,84.159,37.175,5.136,5.784,7.429,2.506,0.237,2.835,0.016,75.289
2388.718,8.5,8.739,85.353,37.668,5.177,5.765,7.34,2.504,0.237,2.809,0.013,74.335
2388.87,8.5,8.866,89.031,34.846,4.914,5.627,7.08,2.501,0.248,2.794,0.011,73.946
2389.022,8.5,8.854,87.837,31.529,4.891,5.752,7.168,2.499,0.245,2.786,0.018,73.859
2389.175,8.5,8.804,84.375,32.517,4.993,6.088,7.487,2.497,0.24,2.763,0.024,73.686
2389.327,8.5,8.796,83.084,35.933,4.686,5.84,7.04,2.497,0.242,2.746,0.034,73.596
2389.48,8.5,8.704,82.129,36.429,4.466,5.61,6.6,2.48,0.226,2.728,0.028,73.975
2389.632,8.5,8.716,82.248,34.404,4.138,5.07,5.959,2.459,0.227,2.699,0.017,74.238
2389.784,8.5,8.712,81.413,35.398,4.157,4.854,5.826,2.443,0.22,2.664,0.005,74.678
2389.937,8.5,8.704,82.017,32.4,3.997,4.493,5.467,2.448,0.229,2.645,0.009,75.864
2390.089,8.5,8.716,82.853,31.712,3.926,4.331,5.322,2.451,0.226,2.649,0.014,75.982
2390.242,8.5,8.596,81.063,34.083,4.048,4.461,5.514,2.461,0.229,2.686,0.021,75.913
2390.394,8.5,8.573,81.772,32.946,4.337,4.895,6.107,2.47,0.221,2.731,0.021,74.953
2390.546,8.5,8.646,79.861,31.55,5.064,5.996,7.487,2.493,0.216,2.793,0.016,72.636
2390.699,8.5,8.727,75.683,31.954,6.549,8.047,10.031,2.512,0.185,2.911,0.002,69.139
2390.851,8.5,8.612,72.221,32.025,12.28,15.474,19.349,2.542,0.161,3.05,-0.007,59.832
2391.004,8.5,8.604,68.162,33.258,12.569,15.715,19.6,2.578,0.162,3.155,-0.002,57.022
2391.156,8.5,8.55,70.669,33.054,7.975,9.855,12.078,2.588,0.198,3.119,0.012,60.358
2391.308,8.5,8.55,71.982,33.046,5.091,6.09,7.296,2.55,0.24,2.976,0.017,67.574
2391.461,8.5,8.542,73.534,31.638,5.096,5.867,6.911,2.494,0.241,2.806,0.013,71.669
2391.613,8.5,8.565,73.057,33.563,3.904,4.341,5.066,2.455,0.223,2.687,0.005,72.956
2391.766,8.5,8.6,73.892,29.074,3.921,4.382,5.129,2.445,0.212,2.647,0.002,74.161
2391.918,8.5,8.635,77.354,31.158,4.367,4.984,5.811,2.45,0.212,2.679,0.005,73.684
2392.07,8.5,8.627,78.608,31.154,4.774,5.488,6.333,2.465,0.224,2.723,0.012,73.92
2392.223,8.5,8.627,80.995,32.287,5.037,5.847,6.657,2.486,0.237,2.755,0.019,74.05
2392.375,8.5,8.681,83.502,30.817,5.013,5.883,6.684,2.497,0.236,2.767,0.023,75.55
2392.528,8.5,8.766,86.784,28.683,5.129,6.133,7.069,2.491,0.238,2.772,0.016,77.001
2392.68,8.5,8.762,88.456,28.5,6.132,7.553,8.887,2.487,0.259,2.829,0.009,79.257
2392.832,8.5,9.005,90.605,25.154,10.58,12.996,15.521,2.485,0.272,2.91,0.001,78.416
2392.985,8.5,9.051,94.373,26.321,11.063,12.287,14.608,2.504,0.273,2.985,0.004,77.102
2393.137,8.5,9.035,93.179,29.079,7.943,8.26,9.695,2.494,0.271,2.952,0.005,78.823
2393.29,8.5,8.997,92.462,28.396,7.151,7.192,8.304,2.483,0.267,2.91,0.013,77.418
2393.442,8.5,8.966,87.143,29.671,8.116,8.76,9.999,2.455,0.269,2.862,0.015,78.322
2393.594,8.5,8.924,86.665,31.645,5.722,6.9,7.678,2.447,0.265,2.853,0.017,77.86
2393.747,8.5,8.704,82.845,30.858,5.07,5.718,6.263,2.452,0.251,2.803,0.013,77.273
2393.899,8.5,8.781,80.578,30.354,5.385,5.875,6.393,2.461,0.236,2.749,0.008,74.74
2394.052,8.5,8.665,78.429,31.758,5.41,5.649,6.085,2.474,0.221,2.725,0.009,74.466
2394.204,8.5,8.658,78.444,31.175,5.139,5.453,5.844,2.469,0.215,2.715,0.007,74.663
2394.356,8.5,8.573,79.279,31.289,4.64,5.298,5.686,2.462,0.227,2.727,0.009,76.512
2394.509,8.5,8.488,82.622,35.158,4.601,5.814,6.328,2.451,0.231,2.742,0.008,76.92
2394.661,8.5,8.438,83.8,37.454,4.822,6.509,7.411,2.446,0.245,2.75,0.006,76.804
2394.814,8.5,8.484,86.076,36.813,4.744,5.983,6.767,2.457,0.233,2.778,0.006,76.816
2394.966,8.5,8.461,84.882,37.792,4.758,5.856,6.469,2.464,0.231,2.772,0.004,75.036
2395.118,8.5,8.565,86.793,31.804,4.71,5.719,6.269,2.466,0.233,2.775,0.004,74.852
2395.271,8.5,8.573,87.979,28.164,4.734,5.841,6.362,2.457,0.233,2.736,0.001,75.091
2395.423,8.5,8.519,86.069,29.75,4.699,5.911,6.417,2.45,0.226,2.718,0.0,74.854
2395.576,8.5,8.542,83.539,28.675,4.643,5.677,6.18,2.453,0.219,2.664,0.0,74.487
2395.728,8.5,8.588,81.152,28.867,4.595,5.562,6.089,2.451,0.212,2.637,0.001,74.847
2395.88,8.5,8.565,81.868,25.938,4.653,5.581,6.209,2.452,0.223,2.66,0.003,76.793
2396.033,8.5,8.588,79.503,28.488,4.994,5.991,6.9,2.447,0.235,2.775,0.007,77.67
2396.185,8.5,8.588,78.787,27.658,6.458,7.287,8.729,2.447,0.252,2.888,0.009,77.988
2396.338,8.5,8.619,79.384,29.579,6.215,6.279,7.454,2.465,0.242,2.915,0.01,77.944
2396.49,8.5,8.627,87.344,31.712,6.633,6.645,7.93,2.484,0.243,2.889,0.005,77.193
2396.642,8.5,8.727,94.148,33.875,8.084,8.26,9.911,2.499,0.238,2.886,0.001,78.546
2396.795,8.5,8.739,99.878,33.908,10.286,11.335,13.746,2.487,0.266,2.936,-0.003,79.127
2396.947,8.5,8.704,94.186,29.652,7.609,8.674,10.609,2.471,0.271,2.935,-0.002,79.279
2397.1,8.5,8.612,86.904,32.2,5.124,5.63,6.812,2.458,0.25,2.859,0.0,78.029
2397.252,8.5,8.565,82.01,36.571,4.999,5.399,6.467,2.456,0.219,2.759,0.003,75.044
2397.404,8.5,8.588,85.24,33.787,5.144,5.551,6.559,2.47,0.213,2.73,0.011,74.327
2397.557,8.5,8.581,87.27,31.723,5.235,5.98,7.02,2.475,0.23,2.744,0.015,74.462
2397.709,8.5,8.581,89.18,28.804,5.135,6.165,7.216,2.482,0.233,2.783,0.02,75.755
2397.862,8.5,8.588,86.308,25.658,5.558,7.016,8.22,2.477,0.238,2.807,0.016,76.604
2398.014,8.5,8.612,85.949,28.471,5.299,6.695,7.843,2.476,0.244,2.815,0.015,76.699
2398.166,8.5,8.565,84.397,25.854,4.734,5.605,6.594,2.473,0.258,2.777,0.011,76.407
2398.319,8.5,8.55,83.129,26.138,4.785,5.3,6.373,2.47,0.252,2.721,0.007,74.803
2398.471,8.5,8.581,83.606,26.684,4.99,5.488,6.704,2.473,0.231,2.707,0.006,74.747
2398.624,8.5,8.658,85.158,28.992,4.908,5.524,6.795,2.465,0.222,2.713,0.005,76.394
2398.776,8.5,8.658,89.53,31.479,5.465,6.479,8.074,2.458,0.219,2.752,0.005,76.745
2398.928,8.5,8.681,90.008,28.808,5.769,6.659,8.364,2.462,0.232,2.776,0.004,78.228
2399.081,8.5,8.681,91.321,30.513,5.765,6.405,8.011,2.473,0.232,2.805,0.003,77.278
2399.233,8.5,8.673,90.306,30.785,6.85,7.828,9.869,2.481,0.234,2.794,0.003,75.754
2399.386,8.5,8.665,89.471,30.837,5.454,6.139,7.711,2.476,0.237,2.785,0.004,76.241
2399.538,8.5,8.588,87.322,29.733,5.217,5.981,7.441,2.477,0.221,2.798,0.011,74.544
2399.69,8.5,8.481,84.994,32.846,4.719,5.546,6.862,2.474,0.222,2.837,0.011,73.721
2399.843,8.5,8.392,87.859,31.492,4.264,5.139,6.327,2.492,0.218,2.876,0.009,72.166
2399.995,8.5,8.346,84.875,37.031,4.261,5.28,6.453,2.521,0.227,2.946,0.002,70.546
2400.148,8.5,8.38,83.204,33.888,5.034,6.385,7.866,2.55,0.222,3.022,0.0,71.778
2400.3,8.5,8.365,78.787,29.263,4.343,5.478,6.781,2.539,0.223,3.027,-0.002,73.39
2400.452,8.5,8.38,80.1,28.438,3.828,4.804,5.913,2.502,0.213,2.917,-0.003,73.264
2400.605,8.5,8.38,83.085,29.837,3.625,4.595,5.638,2.467,0.23,2.77,-0.002,75.035
2400.757,8.5,8.403,81.1,29.542,3.967,5.021,6.196,2.456,0.241,2.669,0.0,75.307
2400.91,8.5,8.496,79.906,25.316,4.186,5.339,6.637,2.461,0.253,2.665,0.004,75.426
2401.062,8.5,8.488,81.219,27.237,4.403,5.61,7.044,2.474,0.245,2.681,0.01,75.894
2401.214,8.5,8.481,84.039,28.708,4.92,6.203,7.808,2.478,0.231,2.689,0.013,75.581
2401.367,8.5,8.542,86.188,31.717,4.686,5.656,7.022,2.475,0.23,2.662,0.014,75.646
2401.519,8.5,8.496,83.539,35.254,4.355,5.152,6.368,2.464,0.221,2.654,0.011,75.111
2401.672,8.5,8.504,90.105,35.733,4.441,5.195,6.498,2.461,0.208,2.717,0.011,75.124
2401.824,8.5,8.573,90.702,34.546,5.184,6.053,7.686,2.468,0.213,2.832,0.022,76.384
2401.976,8.5,8.627,90.724,39.596,7.288,8.706,11.27,2.477,0.238,2.948,0.041,76.605
2402.129,8.5,8.658,82.01,32.192,6.096,6.501,8.308,2.484,0.249,2.988,0.055,76.878
2402.281,8.5,8.511,84.852,35.48,4.969,5.059,6.442,2.487,0.246,2.945,0.053,76.472
2402.434,8.5,8.473,89.866,36.875,4.801,4.88,6.226,2.488,0.245,2.877,0.039,76.051
2402.586,8.5,8.496,98.819,36.767,5.014,5.199,6.629,2.486,0.261,2.849,0.026,76.864
2402.738,8.5,8.511,92.515,35.171,7.203,8.165,10.671,2.476,0.278,2.852,0.016,77.173
2402.891,8.5,8.604,86.188,33.879,7.066,8.065,10.602,2.468,0.272,2.861,0.01,77.748
2403.043,8.5,8.565,80.816,31.304,6.129,6.929,8.901,2.452,0.259,2.839,0.006,76.972
2403.196,8.5,8.658,85.106,32.348,6.027,7.137,9.031,2.445,0.25,2.828,0.007,75.906
2403.348,8.5,8.612,87.255,34.954,5.046,6.049,7.508,2.456,0.231,2.818,0.015,75.704
2403.5,8.5,8.554,82.599,32.65,4.58,5.49,6.722,2.466,0.227,2.779,0.015,75.242
2403.653,8.5,8.612,81.055,33.719,4.447,5.402,6.54,2.473,0.208,2.714,0.011,74.324
2403.805,8.5,8.612,81.174,33.475,4.613,5.72,6.806,2.465,0.221,2.659,0.002,74.163
2403.958,8.5,8.604,82.584,36.796,4.618,5.907,6.889,2.465,0.222,2.649,0.002,74.397
2404.11,8.5,8.612,81.868,35.513,4.075,5.295,6.029,2.468,0.239,2.666,0.004,74.324
2404.262,8.5,8.496,79.123,35.723,3.851,5.066,5.663,2.461,0.22,2.674,0.004,74.749
2404.415,8.5,8.496,77.593,33.088,4.327,5.792,6.391,2.461,0.211,2.708,0.005,75.067
2404.567,8.5,8.527,75.825,33.95,4.31,5.748,6.299,2.448,0.218,2.73,0.003,75.092
2404.72,8.5,8.558,76.422,27.663,4.171,5.401,5.941,2.441,0.232,2.762,0.003,75.783
2404.872,8.5,8.623,79.048,30.208,4.258,5.32,5.888,2.434,0.24,2.735,0.001,75.552
2405.024,8.5,8.635,80.458,30.854,4.349,5.138,5.725,2.44,0.239,2.688,0.001,75.252
2405.177,8.5,8.612,84.092,28.957,4.36,4.948,5.552,2.45,0.236,2.656,0.001,75.03
2405.329,8.5,8.623,90.896,30.096,4.378,4.965,5.638,2.462,0.255,2.697,0.001,76.599
2405.482,8.5,8.565,97.104,26.163,5.036,5.846,6.792,2.478,0.258,2.822,0.0,78.752
2405.634,8.5,8.681,101.707,25.254,7.677,8.984,10.532,2.499,0.287,2.998,0.0,80.163
2405.786,8.5,8.75,98.364,22.263,10.522,11.727,13.623,2.515,0.286,3.207,-0.001,81.268
2405.939,8.5,8.808,99.916,23.0,11.858,11.893,13.514,2.535,0.273,3.365,-0.001,79.38
2406.091,8.5,8.804,99.789,20.846,14.586,13.514,15.223,2.563,0.247,3.419,-0.001,77.568
2406.244,8.5,8.766,108.265,24.288,16.004,14.254,15.831,2.592,0.252,3.37,0.0,76.815
2406.396,8.5,8.758,114.472,21.152,10.969,9.607,10.583,2.595,0.264,3.324,-0.003,76.091
2406.548,8.5,8.762,118.054,23.092,9.981,8.834,9.722,2.579,0.27,3.315,-0.006,77.281
2406.701,8.5,8.75,122.112,24.546,10.615,9.5,10.402,2.565,0.256,3.318,-0.005,77.239
2406.853,8.5,8.766,116.621,26.033,11.255,10.217,11.083,2.571,0.245,3.328,0.0,76.68
2407.006,8.5,8.75,111.734,26.844,10.886,10.192,10.952,2.581,0.243,3.382,0.001,76.014
2407.158,8.5,8.735,100.035,23.071,11.019,10.433,11.13,2.595,0.228,3.478,-0.001,75.494
2407.31,8.5,8.75,102.684,19.358,12.579,12.055,12.809,2.606,0.237,3.51,-0.003,75.548
2407.463,8.5,8.75,104.355,19.679,10.901,10.463,11.085,2.611,0.245,3.463,-0.003,75.505
2407.615,8.5,8.785,109.727,22.804,10.874,10.441,11.072,2.606,0.26,3.37,-0.002,76.234
2407.768,8.5,8.796,105.885,21.094,10.962,10.611,11.282,2.593,0.265,3.328,-0.004,76.236
2407.92,8.5,8.804,110.779,19.671,10.579,10.296,10.963,2.583,0.263,3.323,-0.005,76.484
2408.072,8.5,8.808,109.228,16.663,10.407,10.293,10.956,2.57,0.262,3.366,-0.007,76.845
2408.225,8.5,8.796,110.302,17.391,10.466,10.28,10.903,2.56,0.246,3.399,-0.009,77.027
2408.377,8.5,8.804,108.869,17.275,10.592,10.443,11.03,2.559,0.261,3.39,-0.008,77.11
2408.53,8.5,8.789,110.898,16.875,10.884,10.604,11.14,2.561,0.254,3.366,-0.008,76.831
2408.682,8.5,8.796,111.649,14.012,11.204,11.081,11.603,2.571,0.252,3.311,-0.006,76.31
2408.834,8.5,8.796,109.979,16.279,11.719,11.729,12.247,2.579,0.24,3.263,-0.005,75.976
2408.987,8.5,8.785,109.859,20.023,11.743,11.732,12.198,2.584,0.251,3.23,-0.006,75.466
2409.139,8.5,8.785,109.347,18.4,11.679,11.617,12.085,2.581,0.252,3.235,-0.008,75.127
2409.292,8.5,8.781,111.107,17.029,12.164,11.881,12.348,2.577,0.268,3.266,-0.01,75.055
2409.444,8.5,8.781,113.017,14.538,12.194,11.96,12.476,2.578,0.251,3.299,-0.009,74.989
2409.596,8.5,8.785,113.495,12.879,11.681,11.5,12.018,2.585,0.253,3.312,-0.006,75.736
2409.749,8.5,8.796,110.779,13.266,11.707,11.586,12.125,2.591,0.243,3.297,-0.004,76.19
2409.901,8.5,8.785,112.212,11.512,11.534,11.367,11.866,2.598,0.255,3.256,-0.002,75.967
2410.054,8.5,8.781,111.854,10.137,11.194,10.983,11.42,2.589,0.257,3.253,-0.004,76.042
2410.206,8.5,8.781,113.562,12.113,11.477,11.231,11.649,2.582,0.27,3.267,-0.005,76.109
2410.358,8.5,8.785,108.787,15.371,11.653,11.542,11.96,2.586,0.272,3.25,-0.004,75.753
2410.511,8.5,8.796,106.996,10.711,11.471,11.592,11.976,2.59,0.266,3.248,-0.004,75.475
2410.663,8.5,8.796,108.989,12.45,11.625,11.776,12.121,2.593,0.257,3.239,-0.003,75.105
2410.816,8.5,8.82,111.495,12.587,12.206,12.096,12.406,2.584,0.26,3.272,-0.005,75.151
2410.968,8.5,8.827,113.458,13.767,12.522,11.792,12.097,2.584,0.258,3.26,-0.005,74.693
2411.12,8.5,8.82,110.234,15.196,13.05,11.84,12.136,2.585,0.244,3.236,-0.006,74.024
2411.273,8.5,8.831,106.772,17.517,14.272,12.773,13.108,2.58,0.234,3.225,-0.008,73.495
2411.425,8.5,8.843,107.078,19.719,14.481,12.759,13.084,2.584,0.232,3.198,-0.007,73.242
2411.578,8.5,8.85,106.72,20.696,14.102,12.416,12.726,2.582,0.243,3.211,-0.006,73.991
2411.73,8.5,8.843,108.28,19.804,13.488,11.939,12.266,2.584,0.243,3.224,-0.005,74.676
