wellName,datasetName,DEPT,BS,CALI,DENS,DTC,GR,NEUT,PEF,RESD,RESM,RESS,SP,TVD
Cheal-A11,Clean,1423.873,8.5,8.215,2.37,101.73,107.822,0.291,3.205,5.580999851,5.223999977,4.765999794,-7.575,1283.443
Cheal-A11,Clean,1424.026,8.5,8.207,2.374,101.711,109.108,0.313,3.189,5.800000191,5.454999924,4.948999882,-6.904,1283.571
Cheal-A11,Clean,1424.178,8.5,8.074,2.386,100.964,112.368,0.327,3.163,5.744999886,5.420000076,4.90500021,-6.55,1283.696
Cheal-A11,Clean,1424.33,8.5,8.176,2.39,101.034,105.614,0.349,3.144,5.708000183,5.394000053,4.899000168,-6.238,1283.821
Cheal-A11,Clean,1424.483,8.5,8.254,2.396,100.948,100.223,0.343,3.145,5.386000156,5.097000122,4.65500021,-6.071,1283.946
Cheal-A11,Clean,1424.635,8.5,8.262,2.395,100.617,96.985,0.35,3.162,5.388999939,5.105999947,4.683000088,-5.721,1284.073
Cheal-A11,Clean,1424.788,8.5,7.972,2.396,100.829,104.184,0.336,3.184,5.342000008,5.06400013,4.662000179,-5.65,1284.202
Cheal-A11,Clean,1424.94,8.5,7.909,2.395,99.938,104.66,0.351,3.198,5.019000053,4.754000187,4.372000217,-4.85,1284.33
Cheal-A11,Clean,1425.092,8.5,8.105,2.396,100.149,106.986,0.354,3.201,4.977000237,4.704999924,4.27699995,-6.621,1284.455
Cheal-A11,Clean,1425.245,8.5,7.525,2.394,99.411,100.564,0.348,3.198,5.099999905,4.829999924,4.349999905,-4.399,1284.581
Cheal-A11,Clean,1425.397,8.5,7.494,2.398,99.148,104.564,0.324,3.2,5.401000023,5.144999981,4.592999935,-6.674,1284.706
Cheal-A11,Clean,1425.55,8.5,8.102,2.397,99.691,112.017,0.314,3.21,5.624000072,5.375,4.743000031,-7.83,1284.832
Cheal-A11,Clean,1425.702,8.5,8.172,2.392,100.26,110.843,0.31,3.217,5.644999981,5.407000065,4.725999832,-5.788,1284.96
Cheal-A11,Clean,1425.854,8.5,8.435,2.382,99.861,107.319,0.33,3.216,5.546999931,5.334000111,4.659999847,-6.425,1285.087
Cheal-A11,Clean,1426.007,8.5,8.313,2.382,99.525,104.561,0.311,3.21,5.65899992,5.445000172,4.743000031,-6.234,1285.216
Cheal-A11,Clean,1426.159,8.5,8.451,2.391,99.511,107.457,0.309,3.212,5.751999855,5.535999775,4.823999882,-6.087,1285.34
Cheal-A11,Clean,1426.312,8.5,8.356,2.398,99.125,109.786,0.307,3.205,5.769000053,5.55700016,4.809999943,-6.302,1285.466
Cheal-A11,Clean,1426.464,8.5,8.372,2.392,100.092,109.028,0.318,3.19,5.677000046,5.471000195,4.737999916,-9999,1285.59
Cheal-A11,Clean,1426.616,8.5,8.458,2.377,100.78,104.458,0.3,3.175,5.527999878,5.342999935,4.602000237,-9999,1285.717
Cheal-A11,Clean,1426.769,8.5,8.49,2.362,102.638,108.402,0.315,3.162,5.486999989,5.316999912,4.551000118,-9999,1285.846
Cheal-A11,Clean,1426.921,8.5,8.502,2.355,101.224,106.082,0.319,3.142,5.410999775,5.27699995,4.464000225,-9999,1285.974
Cheal-A11,Clean,1427.074,8.5,8.521,2.361,102.298,106.588,0.336,3.124,5.56099987,5.447000027,4.59100008,-9999,1286.102
Cheal-A11,Clean,1427.226,8.5,8.717,2.366,101.384,103.182,0.309,3.116,5.613999844,5.527999878,4.68900013,-9999,1286.23
Cheal-A11,Clean,1427.378,8.5,8.843,2.369,99.758,105.254,0.312,3.125,5.508999825,5.441999912,4.717000008,-9999,1286.358
Cheal-A11,Clean,1427.531,8.5,8.913,2.364,99.683,109.112,0.315,3.108,5.637000084,5.563000202,4.869999886,-9999,1286.485
Cheal-A11,Clean,1427.683,8.5,9.18,2.365,99.758,112.048,0.339,3.091,5.544000149,5.427000046,4.833000183,-9999,1286.61
Cheal-A11,Clean,1427.836,8.5,8.576,2.365,99.407,113.944,0.336,3.096,5.414000034,5.257999897,4.835999966,-9999,1286.735
Cheal-A11,Clean,1427.988,8.5,8.615,2.374,99.956,113.888,0.335,3.16,5.423999786,5.247000217,4.979000092,-9999,1286.86
Cheal-A11,Clean,1428.14,8.5,8.788,2.392,99.394,111.342,0.297,3.26,5.538000107,5.350999832,5.118999958,-9999,1286.988
Cheal-A11,Clean,1428.293,8.5,8.529,2.431,95.804,106.031,0.293,3.369,5.735000134,5.53399992,5.300000191,-9999,1287.116
Cheal-A11,Clean,1428.445,8.5,9.031,2.491,89.319,105.666,0.265,3.456,6.389999866,6.172999859,5.828000069,-9999,1287.244
Cheal-A11,Clean,1428.598,8.5,8.584,2.551,79.446,105.227,0.247,3.486,7.750999928,7.493999958,6.938000202,-9999,1287.37
Cheal-A11,Clean,1428.75,8.5,8.725,2.571,70.203,104.058,0.225,3.461,11.93000031,11.56599998,10.79800034,-9999,1287.495
Cheal-A11,Clean,1428.902,8.5,8.572,2.52,70.896,106.814,0.214,3.384,12.08100033,11.73400021,11.05300045,-9999,1287.62
Cheal-A11,Clean,1429.055,8.5,8.56,2.438,83.345,108.856,0.237,3.29,6.824999809,6.622000217,6.515999794,-9999,1287.746
Cheal-A11,Clean,1429.207,8.5,8.435,2.386,92.978,108.218,0.277,3.212,5.675000191,5.467000008,5.446000099,-9999,1287.874
Cheal-A11,Clean,1429.36,8.5,8.584,2.386,100.122,112.18,0.304,3.184,5.186999798,4.960000038,5.063000202,-9999,1288.002
Cheal-A11,Clean,1429.512,8.5,8.607,2.408,101.874,110.827,0.295,3.19,5.270999908,5.039000034,5.130000114,-9999,1288.13
Cheal-A11,Clean,1429.664,8.5,8.702,2.427,99.63,115.691,0.282,3.189,5.449999809,5.203999996,5.248000145,-9999,1288.255
Cheal-A11,Clean,1429.817,8.5,8.694,2.436,98.177,113.878,0.3,3.175,5.649000168,5.410999775,5.318999767,-9999,1288.38
Cheal-A11,Clean,1429.969,8.5,8.443,2.441,97.278,112.589,0.316,3.168,5.967999935,5.775000095,5.497000217,-9999,1288.505
Cheal-A11,Clean,1430.122,8.5,8.262,2.437,96.797,104.442,0.298,3.177,5.861000061,5.724999905,5.328000069,-9999,1288.632
Cheal-A11,Clean,1430.274,8.5,8.184,2.431,98.029,104.795,0.287,3.182,5.650000095,5.517000198,5.037000179,-9999,1288.76
Cheal-A11,Clean,1430.426,8.5,8.184,2.426,98.134,104.516,0.293,3.183,5.585999966,5.438000202,4.920000076,-9999,1288.888
Cheal-A11,Clean,1430.579,8.5,8.192,2.421,98.513,109.433,0.289,3.175,5.511000156,5.336999893,4.823999882,-9999,1289.015
Cheal-A11,Clean,1430.731,8.5,8.239,2.418,98.725,104.68,0.287,3.16,5.402999878,5.210999966,4.734000206,-9999,1289.139
Cheal-A11,Clean,1430.884,8.5,8.266,2.414,98.91,105.288,0.289,3.135,5.390999794,5.186999798,4.696000099,-9999,1289.265
Cheal-A11,Clean,1431.036,8.5,8.219,2.41,99.101,102.053,0.311,3.118,5.368999958,5.15500021,4.65500021,-9999,1289.39
Cheal-A11,Clean,1431.188,8.5,8.176,2.406,101.289,106.43,0.334,3.116,5.339000225,5.112999916,4.59499979,-9999,1289.518
Cheal-A11,Clean,1431.341,8.5,8.074,2.405,99.789,109.934,0.323,3.13,5.380000114,5.150000095,4.611000061,-9999,1289.646
Cheal-A11,Clean,1431.493,8.5,8.011,2.402,99.74,109.131,0.332,3.14,5.293000221,5.076000214,4.544000149,-9999,1289.774
Cheal-A11,Clean,1431.646,8.5,7.996,2.403,99.226,106.967,0.314,3.144,5.264999866,5.045000076,4.512000084,-9999,1289.903
Cheal-A11,Clean,1431.798,8.5,7.996,2.407,99.522,104.823,0.343,3.131,5.322000027,5.097000122,4.56099987,-9999,1290.03
Cheal-A11,Clean,1431.95,8.5,8.043,2.413,99.029,108.671,0.33,3.123,5.486000061,5.236999989,4.697999954,-9999,1290.158
Cheal-A11,Clean,1432.103,8.5,8.105,2.416,99.909,110.02,0.325,3.129,5.449999809,5.205999851,4.68900013,-9999,1290.284
Cheal-A11,Clean,1432.255,8.5,8.098,2.416,99.751,108.055,0.324,3.152,5.539000034,5.269000053,4.762000084,-9999,1290.409
Cheal-A11,Clean,1432.408,8.5,8.137,2.409,98.144,103.677,0.309,3.174,5.44299984,5.170000076,4.684999943,-9999,1290.535
Cheal-A11,Clean,1432.56,8.5,8.176,2.407,98.351,104.335,0.325,3.2,5.412000179,5.123000145,4.668000221,-9999,1290.66
Cheal-A11,Clean,1432.712,8.5,8.207,2.408,98.23,105.678,0.334,3.217,5.499000072,5.199999809,4.745999813,-9999,1290.788
Cheal-A11,Clean,1432.865,8.5,8.262,2.417,99.539,113.484,0.332,3.226,5.467999935,5.173999786,4.717999935,-9999,1290.917
Cheal-A11,Clean,1433.017,8.5,8.325,2.424,99.249,111.804,0.313,3.213,5.471000195,5.177000046,4.722000122,-9999,1291.044
Cheal-A11,Clean,1433.17,8.5,8.454,2.428,98.458,109.174,0.293,3.204,5.464000225,5.184999943,4.748000145,-9999,1291.169
Cheal-A11,Clean,1433.322,8.5,8.521,2.432,97.85,105.841,0.301,3.202,5.59800005,5.311999798,4.852000237,-9999,1291.294
Cheal-A11,Clean,1433.474,8.5,8.529,2.432,98.308,103.805,0.296,3.213,5.478000164,5.209000111,4.751999855,-9999,1291.419
Cheal-A11,Clean,1433.627,8.5,8.474,2.427,99.069,106.013,0.301,3.214,5.445000172,5.18200016,4.749000072,-9999,1291.547
Cheal-A11,Clean,1433.779,8.5,8.49,2.421,99.369,107.442,0.304,3.21,5.427000046,5.153999805,4.71600008,-9999,1291.674
Cheal-A11,Clean,1433.932,8.5,8.36,2.419,99.657,113.333,0.32,3.202,5.373000145,5.104000092,4.664000034,-9999,1291.803
Cheal-A11,Clean,1434.084,8.5,8.384,2.422,99.749,114.05,0.338,3.198,5.423999786,5.15899992,4.717000008,-9999,1291.929
Cheal-A11,Clean,1434.236,8.5,8.396,2.427,99.359,108.418,0.336,3.199,5.349999905,5.098999977,4.677999973,-9999,1292.053
Cheal-A11,Clean,1434.389,8.5,8.419,2.426,99.059,103.137,0.333,3.191,5.355000019,5.103000164,4.701000214,-9999,1292.179
Cheal-A11,Clean,1434.541,8.5,8.407,2.422,99.341,103.322,0.326,3.197,5.326000214,5.080999851,4.690999985,-9999,1292.304
Cheal-A11,Clean,1434.694,8.5,8.419,2.422,99.292,111.468,0.326,3.218,5.328000069,5.093999863,4.710999966,-9999,1292.433
Cheal-A11,Clean,1434.846,8.5,8.364,2.424,99.574,111.433,0.342,3.238,5.28399992,5.063000202,4.686999798,-9999,1292.561
Cheal-A11,Clean,1434.998,8.5,8.294,2.422,99.81,107.568,0.32,3.224,5.25,5.027999878,4.675000191,-9999,1292.688
Cheal-A11,Clean,1435.151,8.5,8.27,2.416,99.872,103.876,0.312,3.183,5.203999996,4.988999844,4.636000156,-9999,1292.814
Cheal-A11,Clean,1435.303,8.5,8.317,2.412,100.25,101.197,0.299,3.169,5.217000008,5.005000114,4.650000095,-9999,1292.938
Cheal-A11,Clean,1435.456,8.5,8.325,2.41,100.272,110.449,0.323,3.188,5.085999966,4.881000042,4.548999786,-9999,1293.064
Cheal-A11,Clean,1435.608,8.5,8.349,2.411,100.288,113.92,0.334,3.22,5.177999973,4.967999935,4.651000023,-9999,1293.191
Cheal-A11,Clean,1435.76,8.5,8.403,2.414,100.437,119.413,0.324,3.233,5.181000233,4.977000237,4.670000076,-9999,1293.318
Cheal-A11,Clean,1435.913,8.5,8.435,2.419,100.375,116.394,0.337,3.246,5.063000202,4.854000092,4.568999767,-9999,1293.447
Cheal-A11,Clean,1436.065,8.5,8.396,2.418,100.532,112.931,0.344,3.265,5.118999958,4.907999992,4.619999886,-9999,1293.573
Cheal-A11,Clean,1436.218,8.5,8.337,2.418,100.786,113.308,0.346,3.271,5.157999992,4.948999882,4.669000149,-9999,1293.699
Cheal-A11,Clean,1436.37,8.5,8.302,2.419,100.493,113.618,0.318,3.267,5.183000088,4.961999893,4.644999981,-9999,1293.823
Cheal-A11,Clean,1436.522,8.5,8.29,2.422,100.767,114.168,0.317,3.266,5.106999874,4.881000042,4.537000179,-9999,1293.948
Cheal-A11,Clean,1436.675,8.5,8.325,2.417,100.708,111.31,0.309,3.273,5.209000111,4.979000092,4.618000031,-9999,1294.077
Cheal-A11,Clean,1436.827,8.5,8.372,2.415,100.344,106.705,0.327,3.273,5.270999908,5.045000076,4.659999847,-9999,1294.205
Cheal-A11,Clean,1436.98,8.5,8.372,2.414,100.191,98.276,0.32,3.268,5.221000195,4.999000072,4.614999771,-9999,1294.333
Cheal-A11,Clean,1437.132,8.5,8.384,2.421,99.937,101.163,0.32,3.272,5.263000011,5.044000149,4.656000137,-9999,1294.461
Cheal-A11,Clean,1437.284,8.5,8.372,2.426,99.596,105.178,0.316,3.293,5.272999763,5.059000015,4.65899992,-9999,1294.589
Cheal-A11,Clean,1437.437,8.5,8.36,2.426,99.813,114.738,0.304,3.298,5.206999779,4.998000145,4.600999832,-9999,1294.717
Cheal-A11,Clean,1437.589,8.5,8.364,2.424,100.071,113.894,0.319,3.28,5.248000145,5.051000118,4.639999866,-9999,1294.843
Cheal-A11,Clean,1437.742,8.5,8.396,2.421,99.678,115.43,0.334,3.245,5.262000084,5.054999828,4.636000156,-9999,1294.969
Cheal-A11,Clean,1437.894,8.5,8.38,2.424,99.887,116.702,0.341,3.223,5.168000221,4.972000122,4.565999985,-9999,1295.093
Cheal-A11,Clean,1438.046,8.5,8.451,2.422,99.805,117.189,0.328,3.217,5.152999878,4.964000225,4.545000076,-9999,1295.219
Cheal-A11,Clean,1438.199,8.5,8.49,2.423,99.866,113.624,0.301,3.223,5.196000099,5.011000156,4.59499979,-9999,1295.347
Cheal-A11,Clean,1438.351,8.5,8.502,2.421,99.72,111.345,0.298,3.232,5.245999813,5.071000099,4.646999836,-9999,1295.475
Cheal-A11,Clean,1438.504,8.5,8.454,2.423,99.173,111.145,0.312,3.237,5.277999878,5.099999905,4.663000107,-9999,1295.603
Cheal-A11,Clean,1438.656,8.5,8.451,2.424,98.978,113.494,0.301,3.235,5.263999939,5.104000092,4.678999901,-9999,1295.728
Cheal-A11,Clean,1438.808,8.5,8.478,2.427,98.778,113.724,0.3,3.227,5.243000031,5.081999779,4.65899992,-9999,1295.853
Cheal-A11,Clean,1438.961,8.5,8.502,2.426,98.944,113.842,0.296,3.228,5.242000103,5.083000183,4.701000214,-9999,1295.978
Cheal-A11,Clean,1439.113,8.5,8.6,2.425,97.936,111.468,0.297,3.238,5.270999908,5.098999977,4.743999958,-9999,1296.105
Cheal-A11,Clean,1439.266,8.5,8.666,2.422,97.456,111.3,0.294,3.262,5.287000179,5.093999863,4.790999889,-9999,1296.234
Cheal-A11,Clean,1439.418,8.5,8.662,2.429,97.718,110.448,0.292,3.295,5.186999798,5,4.763000011,-9999,1296.361
Cheal-A11,Clean,1439.57,8.5,8.647,2.434,98.854,110.455,0.31,3.323,5.080999851,4.890999794,4.670000076,-9999,1296.487
Cheal-A11,Clean,1439.723,8.5,8.619,2.447,98.472,113.786,0.305,3.335,5.046000004,4.867000103,4.609000206,-9999,1296.613
Cheal-A11,Clean,1439.875,8.5,8.596,2.454,92.803,112.139,0.308,3.328,5.622000217,5.422999859,5.065000057,-9999,1296.738
Cheal-A11,Clean,1440.028,8.5,8.537,2.462,88.5,109.561,0.292,3.341,6.359000206,6.151000023,5.702000141,-9999,1296.864
Cheal-A11,Clean,1440.18,8.5,8.678,2.458,81.836,103.506,0.277,3.368,6.933000088,6.747000217,6.21999979,-9999,1296.991
Cheal-A11,Clean,1440.332,8.5,8.639,2.448,82.771,108.378,0.294,3.38,6.539000034,6.347000122,5.868000031,-9999,1297.119
Cheal-A11,Clean,1440.485,8.5,8.607,2.429,85.84,112.996,0.283,3.346,5.464000225,5.28399992,4.941999912,-9999,1297.247
Cheal-A11,Clean,1440.637,8.5,8.451,2.422,95.721,115.388,0.285,3.29,5.117000103,4.928999901,4.669000149,-9999,1297.372
Cheal-A11,Clean,1440.79,8.5,8.513,2.416,101.047,115.134,0.294,3.229,5.022999763,4.842000008,4.645999908,-9999,1297.498
Cheal-A11,Clean,1440.942,8.5,8.686,2.419,102.428,117.813,0.293,3.192,4.977000237,4.785999775,4.652999878,-9999,1297.622
Cheal-A11,Clean,1441.094,8.5,8.902,2.417,100.327,121.165,0.321,3.172,5.022999763,4.834000111,4.677000046,-9999,1297.749
Cheal-A11,Clean,1441.247,8.5,8.913,2.414,98.197,115.854,0.31,3.194,4.892000198,4.732999802,4.576000214,-9999,1297.877
Cheal-A11,Clean,1441.399,8.5,8.905,2.414,97.373,114.418,0.329,3.207,5.690999985,5.534999847,5.289000034,-9999,1298.005
Cheal-A11,Clean,1441.552,8.5,8.89,2.413,99.759,117.864,0.305,3.189,6.156000137,6,5.652999878,-9999,1298.133
Cheal-A11,Clean,1441.704,8.5,8.858,2.412,101.109,122.667,0.31,3.142,5.639999866,5.488999844,5.166999817,-9999,1298.257
Cheal-A11,Clean,1441.856,8.5,8.866,2.412,101.434,120.271,0.307,3.133,5.260000229,5.111000061,4.830999851,-9999,1298.382
Cheal-A11,Clean,1442.009,8.5,8.741,2.413,100.87,118.037,0.31,3.17,5.133999825,4.987999916,4.770999908,-9999,1298.508
Cheal-A11,Clean,1442.161,8.5,8.937,2.416,101.112,116.676,0.329,3.213,5.291999817,5.136000156,4.893000126,-9999,1298.635
Cheal-A11,Clean,1442.314,8.5,8.913,2.415,100.442,114.549,0.344,3.235,5.245999813,5.09499979,4.822000027,-9999,1298.764
Cheal-A11,Clean,1442.466,8.5,8.854,2.413,100.654,115.165,0.362,3.234,5.169000149,5.018000126,4.734000206,-9999,1298.891
Cheal-A11,Clean,1442.618,8.5,8.749,2.412,101.083,116.601,0.35,3.222,5.236000061,5.081999779,4.736999989,-9999,1299.017
Cheal-A11,Clean,1442.771,8.5,8.647,2.408,101.334,121.733,0.329,3.198,5.263999939,5.120999813,4.686999798,-9999,1299.142
Cheal-A11,Clean,1442.923,8.5,8.866,2.396,101.031,119.974,0.326,3.156,5.147999763,5.005000114,4.540999889,-9999,1299.267
Cheal-A11,Clean,1443.076,8.5,9.023,2.391,101.101,116.006,0.315,3.141,5.264999866,5.118000031,4.630000114,-9999,1299.394
Cheal-A11,Clean,1443.228,8.5,9.125,2.39,100.599,112.626,0.337,3.149,5.203000069,5.066999912,4.59499979,-9999,1299.521
Cheal-A11,Clean,1443.38,8.5,9.313,2.405,100.968,109.305,0.333,3.2,5.019999981,4.881999969,4.477000237,-9999,1299.649
Cheal-A11,Clean,1443.533,8.5,9.251,2.419,101.112,110.998,0.343,3.244,5.111000061,4.96600008,4.56099987,-9999,1299.777
Cheal-A11,Clean,1443.685,8.5,9.043,2.426,101.414,106.683,0.34,3.274,5.105999947,4.961999893,4.593999863,-9999,1299.902
Cheal-A11,Clean,1443.838,8.5,9.298,2.426,101.353,110.39,0.327,3.266,5.001999855,4.852000237,4.495999813,-9999,1300.027
Cheal-A11,Clean,1443.99,8.5,9.219,2.422,101.523,112.422,0.332,3.224,4.947000027,4.788000107,4.420000076,-9999,1300.152
Cheal-A11,Clean,1444.142,8.5,9.078,2.423,101.544,114.405,0.336,3.16,4.919000149,4.750999928,4.407999992,-9999,1300.279
Cheal-A11,Clean,1444.295,8.5,8.866,2.425,101.013,115.265,0.322,3.124,5.172999859,4.999000072,4.606999874,-9999,1300.408
Cheal-A11,Clean,1444.447,8.5,8.878,2.43,100.036,118.312,0.319,3.124,5.335000038,5.152999878,4.727000237,-9999,1300.535
Cheal-A11,Clean,1444.6,8.5,8.874,2.43,98.849,121.778,0.302,3.158,5.511000156,5.311999798,4.826000214,-9999,1300.662
Cheal-A11,Clean,1444.752,8.5,8.89,2.422,97.856,115.973,0.332,3.195,5.56799984,5.360000134,4.888999939,-9999,1300.787
Cheal-A11,Clean,1444.904,8.5,8.89,2.413,97.264,112.667,0.329,3.204,5.613999844,5.400000095,4.947000027,-9999,1300.911
Cheal-A11,Clean,1445.057,8.5,8.89,2.413,97.435,109.384,0.325,3.188,5.59100008,5.373000145,4.947999954,-9999,1301.038
Cheal-A11,Clean,1445.209,8.5,8.866,2.42,97.623,111.914,0.316,3.171,5.538000107,5.311999798,4.921999931,-9999,1301.166
Cheal-A11,Clean,1445.362,8.5,8.851,2.426,97.725,111.187,0.318,3.188,5.322999954,5.110000134,4.756999969,-9999,1301.294
Cheal-A11,Clean,1445.514,8.5,8.866,2.422,98.39,115.125,0.334,3.213,5.460000038,5.236999989,4.869999886,-9999,1301.422
Cheal-A11,Clean,1445.666,8.5,8.831,2.422,98.331,115.578,0.324,3.228,5.492000103,5.265999794,4.907999992,-9999,1301.546
Cheal-A11,Clean,1445.819,8.5,8.623,2.415,99.492,116.97,0.328,3.224,5.27699995,5.054999828,4.69299984,-9999,1301.672
Cheal-A11,Clean,1445.971,8.5,8.568,2.407,100.123,117.859,0.34,3.231,5.15899992,4.954999924,4.584000111,-9999,1301.796
Cheal-A11,Clean,1446.124,8.5,8.466,2.394,101.072,117.592,0.354,3.252,5.092999935,4.897999763,4.489999771,-9999,1301.924
Cheal-A11,Clean,1446.276,8.5,8.513,2.391,102.098,118.6,0.352,3.264,5.118000031,4.938000202,4.481999874,-9999,1302.052
Cheal-A11,Clean,1446.428,8.5,8.549,2.395,101.084,115.229,0.32,3.243,5.228000164,5.053999901,4.539999962,-9999,1302.179
Cheal-A11,Clean,1446.581,8.5,8.686,2.4,101.375,115.427,0.311,3.185,5.31400013,5.147999763,4.596000195,-9999,1302.308
Cheal-A11,Clean,1446.733,8.5,8.694,2.404,100.718,111.469,0.325,3.165,5.363999844,5.206999779,4.638999939,-9999,1302.436
Cheal-A11,Clean,1446.886,8.5,8.69,2.4,99.603,112.686,0.325,3.197,5.316999912,5.173999786,4.632999897,-9999,1302.564
Cheal-A11,Clean,1447.038,8.5,9.207,2.393,100.249,113.353,0.323,3.235,5.142000198,5.004000187,4.534999847,-9999,1302.691
Cheal-A11,Clean,1447.19,8.5,8.796,2.388,100.662,112.307,0.307,3.239,5.06099987,4.925000191,4.472000122,-9999,1302.816
Cheal-A11,Clean,1447.343,8.5,9.094,2.391,101.01,116.383,0.322,3.208,5.070000172,4.927999973,4.512000084,-9999,1302.941
Cheal-A11,Clean,1447.495,8.5,8.56,2.393,101.49,120.135,0.31,3.2,5.282999992,5.140999794,4.666999817,-9999,1303.066
Cheal-A11,Clean,1447.648,8.5,8.545,2.39,101.656,119.03,0.325,3.211,5.184999943,5.039000034,4.607999802,-9999,1303.194
Cheal-A11,Clean,1447.8,8.5,8.56,2.385,101.584,117.402,0.324,3.231,5.140999794,5.000999928,4.526000023,-9999,1303.322
Cheal-A11,Clean,1447.952,8.5,8.584,2.393,101.022,117.079,0.331,3.248,5.019999981,4.888999939,4.401000023,-9999,1303.45
Cheal-A11,Clean,1448.105,8.5,8.505,2.402,100.229,118.58,0.316,3.268,5.119999886,4.986999989,4.487999916,-9999,1303.576
Cheal-A11,Clean,1448.257,8.5,8.607,2.406,99.438,118.254,0.298,3.286,5.40899992,5.268000126,4.72300005,-9999,1303.701
Cheal-A11,Clean,1448.41,8.5,8.592,2.398,100.018,114.326,0.298,3.284,5.276000023,5.138999939,4.632999897,-9999,1303.826
Cheal-A11,Clean,1448.562,8.5,8.643,2.393,100.522,116.78,0.303,3.261,5.041999817,4.920000076,4.480000019,-9999,1303.952
Cheal-A11,Clean,1448.714,8.5,8.925,2.395,100.718,116.163,0.303,3.225,5.34100008,5.203999996,4.736000061,-9999,1304.08
Cheal-A11,Clean,1448.867,8.5,8.737,2.396,101.185,114.926,0.305,3.205,5.104000092,4.979000092,4.573999882,-9999,1304.208
Cheal-A11,Clean,1449.019,8.5,8.56,2.398,100.738,111.781,0.328,3.201,5.035999775,4.893000126,4.550000191,-9999,1304.336
Cheal-A11,Clean,1449.172,8.5,8.49,2.4,101.303,111.901,0.339,3.211,5.110000134,4.965000153,4.625,-9999,1304.461
Cheal-A11,Clean,1449.324,8.5,8.372,2.404,102.37,109.043,0.329,3.215,5.197999954,5.037000179,4.666999817,-9999,1304.586
Cheal-A11,Clean,1449.476,8.5,8.529,2.411,101.893,113.591,0.311,3.2,5.285999775,5.123000145,4.725999832,-9999,1304.71
Cheal-A11,Clean,1449.629,8.5,8.498,2.413,101.29,113.405,0.311,3.168,5.269999981,5.112999916,4.697000027,-9999,1304.838
Cheal-A11,Clean,1449.781,8.5,8.615,2.415,100.773,115.518,0.309,3.126,5.202000141,5.046999931,4.65500021,-9999,1304.966
Cheal-A11,Clean,1449.934,8.5,8.576,2.408,99.821,111.643,0.307,3.083,5.626999855,5.462999821,5.022999763,-9999,1305.095
Cheal-A11,Clean,1450.086,8.5,8.764,2.402,98.363,111.089,0.286,3.077,5.711999893,5.551000118,5.099999905,-9999,1305.221
Cheal-A11,Clean,1450.238,8.5,8.631,2.406,98.049,115.798,0.284,3.109,5.596000195,5.43200016,5.007999897,-9999,1305.345
Cheal-A11,Clean,1450.391,8.5,8.737,2.411,98.776,114.154,0.277,3.141,5.625,5.456999779,5.03000021,-9999,1305.471
Cheal-A11,Clean,1450.543,8.5,8.584,2.413,100.206,112.256,0.284,3.151,5.592000008,5.418000221,5.025000095,-9999,1305.596
Cheal-A11,Clean,1450.696,8.5,8.619,2.418,101.076,108.769,0.273,3.157,5.520999908,5.349999905,4.987999916,-9999,1305.725
Cheal-A11,Clean,1450.848,8.5,8.549,2.424,101.517,111.939,0.273,3.188,5.355999947,5.184000015,4.860000134,-9999,1305.852
Cheal-A11,Clean,1451,8.5,8.686,2.437,101.818,115.476,0.259,3.227,5.231999874,5.061999798,4.776000023,-9999,1305.98
Cheal-A11,Clean,1451.153,8.5,8.772,2.435,101.501,115.672,0.277,3.232,5.326000214,5.159999847,4.890999794,-9999,1306.105
Cheal-A11,Clean,1451.305,8.5,8.772,2.428,99.753,119.696,0.281,3.213,5.525000095,5.361999989,5.080999851,-9999,1306.23
Cheal-A11,Clean,1451.458,8.5,8.772,2.425,98.742,118.628,0.294,3.197,5.290999889,5.129000187,4.873000145,-9999,1306.356
Cheal-A11,Clean,1451.61,8.5,8.819,2.417,97.895,116.628,0.306,3.198,5.224999905,5.065999985,4.813000202,-9999,1306.482
Cheal-A11,Clean,1451.762,8.5,8.788,2.418,95.509,115.573,0.319,3.214,5.258999825,5.102000237,4.816999912,-9999,1306.61
Cheal-A11,Clean,1451.915,8.5,8.772,2.411,94.065,120.365,0.302,3.199,5.434000015,5.270999908,4.927000046,-9999,1306.739
Cheal-A11,Clean,1452.067,8.5,8.843,2.412,95.404,124.879,0.29,3.164,5.359000206,5.203999996,4.855000019,-9999,1306.865
Cheal-A11,Clean,1452.22,8.5,8.913,2.409,95.483,123.634,0.301,3.143,5.05700016,4.907999992,4.59499979,-9999,1306.99
Cheal-A11,Clean,1452.372,8.5,8.702,2.404,98.539,119.617,0.321,3.17,5.171999931,5.012000084,4.68599987,-9999,1307.115
Cheal-A11,Clean,1452.524,8.5,8.819,2.404,100.444,124.328,0.334,3.217,4.972000122,4.828000069,4.534999847,-9999,1307.24
Cheal-A11,Clean,1452.677,8.5,8.874,2.406,100.606,126.725,0.318,3.213,5.084000111,4.926000118,4.600999832,-9999,1307.369
Cheal-A11,Clean,1452.829,8.5,8.89,2.402,101.124,126.017,0.314,3.163,5.34100008,5.171999931,4.793000221,-9999,1307.496
Cheal-A11,Clean,1452.982,8.5,8.874,2.396,100.688,119.811,0.301,3.126,5.254000187,5.078999996,4.705999851,-9999,1307.625
Cheal-A11,Clean,1453.134,8.5,8.866,2.39,100.249,116.699,0.301,3.139,5.139999866,4.977000237,4.59800005,-9999,1307.75
