wellName,datasetName,DEPT,BS,CALI,DENS,DTC,GR,NEUT,PEF,RESD,RESM,RESS,TVD
Cheal-C4,Clean,1391.564,8.5,8.729,2.454,95,109.377,0.281,3.146,23.064,15.068,6.865,1165.519
Cheal-C4,Clean,1391.717,8.5,8.793,2.433,99.75,108.562,0.3,3.125,25.425,16.481,7.007,1165.635
Cheal-C4,Clean,1391.869,8.5,8.753,2.387,105.25,105.93,0.306,3.049,27.725,17.754,6.471,1165.75
Cheal-C4,Clean,1392.022,8.5,8.656,2.327,108.334,97.327,0.323,2.92,24.392,16.062,4.936,1165.866
Cheal-C4,Clean,1392.174,8.5,8.448,2.282,108.334,89.703,0.31,2.781,22.599,15.501,4.41,1165.979
Cheal-C4,Clean,1392.326,8.5,8.32,2.266,108.25,87.556,0.292,2.669,22.637,15.755,4.384,1166.091
Cheal-C4,Clean,1392.479,8.5,8.272,2.264,107.5,85.695,0.296,2.625,22.861,15.814,4.333,1166.204
Cheal-C4,Clean,1392.631,8.5,8.272,2.266,104.25,89.421,0.316,2.638,23.976,16.046,4.551,1166.32
Cheal-C4,Clean,1392.784,8.5,8.264,2.263,101.75,84.923,0.319,2.727,24.344,16.021,4.692,1166.436
Cheal-C4,Clean,1392.936,8.5,8.256,2.314,87.5,85.855,0.301,2.823,24.3,16.091,4.703,1166.551
Cheal-C4,Clean,1393.088,8.5,8.28,2.447,73.746,77.168,0.251,2.957,23.588,15.709,4.757,1166.667
Cheal-C4,Clean,1393.241,8.5,8.336,2.608,58,75.544,0.16,3.024,30.043,20.282,6.334,1166.783
Cheal-C4,Clean,1393.393,8.5,8.344,2.697,59.75,67.977,0.107,3.034,50.568,34.466,10.916,1166.899
Cheal-C4,Clean,1393.546,8.5,8.344,2.638,57,67.615,0.093,2.929,145.233,90.411,24.178,1167.014
Cheal-C4,Clean,1393.698,8.5,8.272,2.52,59.142,67.89,0.11,2.815,153.176,91.997,26.605,1167.126
Cheal-C4,Clean,1393.85,8.5,8.211,2.381,67.25,73.596,0.153,2.709,37.602,25.148,9.728,1167.239
Cheal-C4,Clean,1394.003,8.5,8.224,2.305,102.751,78.31,0.207,2.652,21.794,13.994,5.356,1167.352
Cheal-C4,Clean,1394.155,8.5,8.167,2.262,105,82.789,0.277,2.611,21.518,13.23,4.961,1167.468
Cheal-C4,Clean,1394.308,8.5,8.199,2.259,105,87.207,0.301,2.616,22.799,13.83,5.201,1167.584
Cheal-C4,Clean,1394.46,8.5,8.224,2.264,105.834,90.894,0.306,2.634,24.839,14.915,4.937,1167.7
Cheal-C4,Clean,1394.612,8.5,8.256,2.266,107.5,94.981,0.32,2.651,25.426,15.769,3.958,1167.815
Cheal-C4,Clean,1394.765,8.5,8.256,2.26,109.166,96.294,0.334,2.651,25.703,16.649,3.633,1167.931
Cheal-C4,Clean,1394.917,8.5,8.232,2.257,107.5,99.314,0.342,2.669,25.228,16.682,3.436,1168.047
Cheal-C4,Clean,1395.07,8.5,8.207,2.26,109.166,99.452,0.319,2.702,25.972,16.644,3.358,1168.162
Cheal-C4,Clean,1395.222,8.5,8.232,2.27,108.334,98.654,0.327,2.734,25.981,15.642,3.41,1168.274
Cheal-C4,Clean,1395.374,8.5,8.296,2.271,107.5,93.751,0.305,2.716,26.043,14.903,3.47,1168.387
Cheal-C4,Clean,1395.527,8.5,8.368,2.272,109.25,90.177,0.316,2.677,26.621,14.659,3.467,1168.5
Cheal-C4,Clean,1395.679,8.5,8.488,2.272,110,87.551,0.306,2.655,26.434,14.376,3.427,1168.616
Cheal-C4,Clean,1395.832,8.5,8.568,2.28,110,84.552,0.334,2.662,26.318,14.128,3.351,1168.732
Cheal-C4,Clean,1395.984,8.5,8.576,2.281,109.25,82.877,0.32,2.661,25.538,13.723,3.354,1168.848
Cheal-C4,Clean,1396.136,8.5,8.608,2.283,108.25,80.306,0.311,2.642,26.299,14.081,3.438,1168.961
Cheal-C4,Clean,1396.289,8.5,8.552,2.279,109.25,85.603,0.301,2.61,25.783,13.883,3.405,1169.074
Cheal-C4,Clean,1396.441,8.5,8.44,2.278,110,85.201,0.318,2.598,25.278,13.627,3.377,1169.186
Cheal-C4,Clean,1396.594,8.5,8.36,2.278,109.625,89.014,0.32,2.607,25.441,13.765,3.416,1169.301
Cheal-C4,Clean,1396.746,8.5,8.344,2.281,108.5,86.899,0.325,2.634,24.864,13.544,3.398,1169.417
Cheal-C4,Clean,1396.898,8.5,8.308,2.282,108.25,88.933,0.329,2.673,25.615,13.767,3.419,1169.532
Cheal-C4,Clean,1397.051,8.5,8.28,2.281,108.334,90.104,0.332,2.696,26.45,14.006,3.464,1169.649
Cheal-C4,Clean,1397.203,8.5,8.352,2.282,107.5,93.394,0.339,2.696,26.002,13.583,3.394,1169.764
Cheal-C4,Clean,1397.356,8.5,8.368,2.287,106.666,93.458,0.337,2.686,26.434,13.774,3.496,1169.88
Cheal-C4,Clean,1397.508,8.5,8.344,2.291,106.584,92.911,0.363,2.692,25.95,13.693,3.509,1169.996
Cheal-C4,Clean,1397.66,8.5,8.272,2.29,108.25,88.181,0.349,2.721,26.001,13.953,3.61,1170.108
Cheal-C4,Clean,1397.813,8.5,8.248,2.29,108.334,87.491,0.345,2.744,26.354,14.331,3.668,1170.222
Cheal-C4,Clean,1397.965,8.5,8.224,2.289,107.5,86.098,0.328,2.768,25.64,14.09,3.621,1170.334
Cheal-C4,Clean,1398.118,8.5,8.224,2.285,107.5,87.776,0.338,2.799,25.913,14.25,3.618,1170.45
Cheal-C4,Clean,1398.27,8.5,8.224,2.28,108.709,89.313,0.323,2.82,25.839,14.254,3.704,1170.565
Cheal-C4,Clean,1398.422,8.5,8.28,2.276,107.5,90.728,0.319,2.825,25.708,14.105,3.673,1170.681
Cheal-C4,Clean,1398.575,8.5,8.32,2.279,106.584,95.954,0.316,2.802,25.49,13.926,3.659,1170.797
Cheal-C4,Clean,1398.727,8.5,8.32,2.281,108.416,92.846,0.297,2.797,24.79,13.622,3.634,1170.912
Cheal-C4,Clean,1398.88,8.5,8.332,2.286,108.5,95.062,0.315,2.79,25.541,14.145,3.745,1171.029
Cheal-C4,Clean,1399.032,8.5,8.32,2.29,106.665,87.112,0.308,2.781,25.873,14.617,3.909,1171.144
Cheal-C4,Clean,1399.184,8.5,8.32,2.295,106.75,88.437,0.34,2.769,25.878,14.807,3.919,1171.256
Cheal-C4,Clean,1399.337,8.5,8.32,2.297,106.666,88.745,0.301,2.766,23.672,13.718,3.657,1171.369
Cheal-C4,Clean,1399.489,8.5,8.32,2.294,106.584,94.464,0.303,2.781,23.784,13.717,3.631,1171.482
Cheal-C4,Clean,1399.642,8.5,8.344,2.296,106.584,96.345,0.308,2.767,25.176,14.287,3.768,1171.598
Cheal-C4,Clean,1399.794,8.5,8.32,2.3,106.75,88.835,0.313,2.738,25.129,14.208,3.933,1171.713
Cheal-C4,Clean,1399.946,8.5,8.332,2.299,108.25,85.982,0.296,2.725,24.643,13.857,3.866,1171.829
Cheal-C4,Clean,1400.099,8.5,8.344,2.299,105,79.058,0.284,2.733,24.665,13.952,3.83,1171.945
Cheal-C4,Clean,1400.251,8.5,8.392,2.296,107.5,84.17,0.289,2.758,24.242,13.82,3.799,1172.061
Cheal-C4,Clean,1400.404,8.5,8.416,2.303,105,85.955,0.318,2.737,24.278,13.845,3.756,1172.177
Cheal-C4,Clean,1400.556,8.5,8.416,2.296,105,90.905,0.315,2.732,25.014,14.257,3.852,1172.291
Cheal-C4,Clean,1400.708,8.5,8.38,2.286,106.75,89.197,0.314,2.723,25.173,14.292,3.788,1172.404
Cheal-C4,Clean,1400.861,8.5,8.416,2.276,106.584,87.406,0.295,2.724,25.008,14.12,3.609,1172.517
Cheal-C4,Clean,1401.013,8.5,8.376,2.278,107.584,85.214,0.295,2.708,25.12,14.042,3.53,1172.63
Cheal-C4,Clean,1401.166,8.5,8.376,2.285,107.503,87.002,0.293,2.667,25.834,14.375,3.593,1172.746
Cheal-C4,Clean,1401.318,8.5,8.344,2.285,108.334,89.822,0.293,2.632,25.891,14.515,3.669,1172.862
Cheal-C4,Clean,1401.47,8.5,8.368,2.277,114.171,92.07,0.31,2.608,25.76,14.462,3.701,1172.977
Cheal-C4,Clean,1401.623,8.5,8.4,2.269,109.166,87.868,0.319,2.609,25.47,14.213,3.589,1173.091
Cheal-C4,Clean,1401.775,8.5,8.392,2.276,109.25,84.404,0.312,2.614,24.786,13.806,3.494,1173.203
Cheal-C4,Clean,1401.928,8.5,8.392,2.291,107.5,83.838,0.293,2.636,24.907,14.034,3.698,1173.317
Cheal-C4,Clean,1402.08,8.5,8.392,2.308,105.75,87.5,0.29,2.673,24.951,14.412,4.071,1173.431
Cheal-C4,Clean,1402.232,8.5,8.38,2.315,105,88.738,0.28,2.731,24.691,14.411,4.179,1173.546
Cheal-C4,Clean,1402.385,8.5,8.368,2.317,98.75,89.395,0.278,2.775,24.703,14.389,4.121,1173.663
Cheal-C4,Clean,1402.537,8.5,8.352,2.315,103.416,86.831,0.275,2.785,26.211,15.09,4.198,1173.778
Cheal-C4,Clean,1402.69,8.5,8.356,2.314,104.25,86.408,0.294,2.747,26.17,14.995,4.245,1173.894
Cheal-C4,Clean,1402.842,8.5,8.336,2.308,105,85.973,0.302,2.708,26.215,14.805,4.21,1174.01
Cheal-C4,Clean,1402.994,8.5,8.32,2.292,105.75,85.69,0.298,2.713,24.135,13.659,4.039,1174.125
Cheal-C4,Clean,1403.147,8.5,8.368,2.277,106.584,85.962,0.283,2.729,23.813,13.549,4.032,1174.239
Cheal-C4,Clean,1403.299,8.5,8.368,2.273,104.916,86.188,0.276,2.709,24.683,13.954,3.978,1174.351
Cheal-C4,Clean,1403.452,8.5,8.392,2.277,106.333,84.985,0.288,2.653,25.716,14.409,3.779,1174.464
Cheal-C4,Clean,1403.604,8.5,8.404,2.274,107.5,85.482,0.313,2.619,25.723,14.496,3.634,1174.579
Cheal-C4,Clean,1403.756,8.5,8.38,2.271,107.5,83.132,0.3,2.606,26.108,14.7,3.646,1174.695
Cheal-C4,Clean,1403.909,8.5,8.392,2.274,107.5,86.555,0.29,2.598,25.806,14.654,3.725,1174.811
Cheal-C4,Clean,1404.061,8.5,8.4,2.283,106.669,86.811,0.294,2.605,25.625,14.562,3.722,1174.926
Cheal-C4,Clean,1404.214,8.5,8.424,2.292,107.14,88.486,0.315,2.626,25.457,14.286,3.713,1175.043
Cheal-C4,Clean,1404.366,8.5,8.464,2.298,105.834,91.422,0.312,2.639,25.453,14.082,3.737,1175.158
Cheal-C4,Clean,1404.518,8.5,8.476,2.301,105,91.729,0.319,2.643,26.257,14.283,3.819,1175.273
Cheal-C4,Clean,1404.671,8.5,8.44,2.298,105.75,91.703,0.318,2.625,26.021,14.088,3.843,1175.387
Cheal-C4,Clean,1404.823,8.5,8.408,2.292,106.669,89.042,0.33,2.627,26.168,14.001,3.783,1175.499
Cheal-C4,Clean,1404.976,8.5,8.392,2.285,105,87.59,0.313,2.625,26.661,14,3.702,1175.612
Cheal-C4,Clean,1405.128,8.5,8.408,2.283,105,93.767,0.315,2.629,27.06,14.05,3.61,1175.727
Cheal-C4,Clean,1405.28,8.5,8.408,2.285,105,92.793,0.31,2.616,25.604,13.653,3.578,1175.843
Cheal-C4,Clean,1405.433,8.5,8.44,2.283,105.084,91.783,0.31,2.61,25.344,13.771,3.636,1175.959
Cheal-C4,Clean,1405.585,8.5,8.424,2.281,106.581,88.207,0.31,2.608,24.64,13.415,3.532,1176.075
Cheal-C4,Clean,1405.738,8.5,8.44,2.274,105.001,92.751,0.31,2.632,24.707,13.408,3.408,1176.191
Cheal-C4,Clean,1405.89,8.5,8.432,2.285,106.584,93.514,0.32,2.672,25.862,13.942,3.458,1176.306
Cheal-C4,Clean,1406.042,8.5,8.452,2.298,104.916,93.139,0.303,2.719,25.987,14.085,3.664,1176.421
Cheal-C4,Clean,1406.195,8.5,8.464,2.309,104.25,86.652,0.295,2.72,25.16,13.779,3.839,1176.534
Cheal-C4,Clean,1406.347,8.5,8.536,2.316,104,87.37,0.297,2.694,24.899,13.422,3.921,1176.647
Cheal-C4,Clean,1406.5,8.5,8.584,2.327,105,83.551,0.301,2.688,25.507,13.661,4.057,1176.76
Cheal-C4,Clean,1406.652,8.5,8.68,2.349,103.25,86.866,0.279,2.716,26.935,14.427,4.446,1176.875
Cheal-C4,Clean,1406.804,8.5,8.713,2.351,102.626,87.211,0.272,2.72,25.265,13.793,4.588,1176.991
Cheal-C4,Clean,1406.957,8.5,8.668,2.343,102.5,91.404,0.269,2.693,22.083,12.388,4.345,1177.107
Cheal-C4,Clean,1407.109,8.5,8.705,2.333,102.5,94.409,0.281,2.671,20.364,11.71,4.308,1177.223
Cheal-C4,Clean,1407.262,8.5,8.741,2.33,105,93.217,0.279,2.68,20.439,11.984,4.524,1177.339
Cheal-C4,Clean,1407.414,8.5,8.705,2.331,101.5,92.046,0.268,2.712,22.622,13.428,5.084,1177.455
Cheal-C4,Clean,1407.566,8.5,8.62,2.341,95.629,89.095,0.255,2.751,21.733,12.973,4.845,1177.569
Cheal-C4,Clean,1407.719,8.5,8.6,2.363,93.75,93.887,0.269,2.794,21.49,12.861,4.727,1177.682
Cheal-C4,Clean,1407.871,8.5,8.608,2.382,100.834,94.718,0.29,2.84,22.326,13.38,4.873,1177.795
Cheal-C4,Clean,1408.024,8.5,8.608,2.389,105,96.041,0.308,2.876,22.957,13.686,5.11,1177.908
Cheal-C4,Clean,1408.176,8.5,8.632,2.387,102.416,95.68,0.297,2.902,22.239,13.283,5.093,1178.024
Cheal-C4,Clean,1408.328,8.5,8.608,2.378,102.584,95.005,0.29,2.9,20.703,12.485,5.025,1178.139
Cheal-C4,Clean,1408.481,8.5,8.548,2.375,102.5,94.814,0.279,2.884,19.674,11.797,4.831,1178.256
Cheal-C4,Clean,1408.633,8.5,8.48,2.372,101.5,90.34,0.263,2.867,20.89,12.408,5.015,1178.371
Cheal-C4,Clean,1408.786,8.5,8.4,2.375,104.5,93.328,0.263,2.883,20.961,12.563,5.078,1178.487
Cheal-C4,Clean,1408.938,8.5,8.368,2.375,128.75,92.303,0.274,2.924,21.314,12.701,5.08,1178.603
Cheal-C4,Clean,1409.09,8.5,8.392,2.375,101.5,93.529,0.282,2.953,21.537,12.8,5.122,1178.717
Cheal-C4,Clean,1409.243,8.5,8.368,2.368,101.584,89.362,0.281,2.938,20.08,12.03,4.915,1178.83
Cheal-C4,Clean,1409.395,8.5,8.336,2.366,100.75,89.799,0.289,2.896,18.619,11.17,4.566,1178.942
Cheal-C4,Clean,1409.548,8.5,8.336,2.375,100,94.769,0.279,2.879,20.013,11.86,4.636,1179.057
Cheal-C4,Clean,1409.7,8.5,8.312,2.395,98.25,96.704,0.269,2.893,22.158,13.13,5.082,1179.172
Cheal-C4,Clean,1409.852,8.5,8.368,2.411,97.5,99.994,0.253,2.929,23.066,13.562,5.312,1179.288
Cheal-C4,Clean,1410.005,8.5,8.392,2.415,97.5,101.455,0.244,2.961,22.712,13.208,5.2,1179.404
Cheal-C4,Clean,1410.157,8.5,8.404,2.413,98.334,104.678,0.254,2.986,22.356,12.947,5.212,1179.519
Cheal-C4,Clean,1410.31,8.5,8.332,2.41,95.834,104.579,0.262,2.996,21.659,12.483,5.255,1179.636
Cheal-C4,Clean,1410.462,8.5,8.296,2.408,95,101.826,0.27,3,21.043,12.062,5.281,1179.751
Cheal-C4,Clean,1410.614,8.5,8.272,2.402,95,99.243,0.27,2.996,20.216,11.608,5.151,1179.864
Cheal-C4,Clean,1410.767,8.5,8.296,2.418,85.5,98.383,0.264,3.006,19.958,11.533,5.171,1179.978
Cheal-C4,Clean,1410.919,8.5,8.32,2.447,83.405,97.58,0.255,2.994,25.469,14.513,6.177,1180.09
Cheal-C4,Clean,1411.072,8.5,8.32,2.464,93.749,99.386,0.239,2.959,27.227,15.551,6.438,1180.205
Cheal-C4,Clean,1411.224,8.5,8.356,2.439,97.75,97.623,0.237,2.885,22.827,13.13,5.518,1180.32
Cheal-C4,Clean,1411.376,8.5,8.284,2.399,100.75,94.845,0.256,2.827,20.681,11.928,5.223,1180.436
Cheal-C4,Clean,1411.529,8.5,8.28,2.376,99.166,91.11,0.282,2.809,20.497,11.849,5.354,1180.552
Cheal-C4,Clean,1411.681,8.5,8.312,2.368,99.25,90.61,0.286,2.811,19.983,11.51,5.239,1180.668
Cheal-C4,Clean,1411.834,8.5,8.4,2.375,98.25,93.554,0.28,2.828,20.095,11.54,5.081,1180.784
Cheal-C4,Clean,1411.986,8.5,8.4,2.387,98.25,99.217,0.26,2.84,20.659,11.988,5.148,1180.899
Cheal-C4,Clean,1412.138,8.5,8.36,2.404,96.5,101.483,0.267,2.879,21.086,12.485,5.198,1181.012
Cheal-C4,Clean,1412.291,8.5,8.308,2.409,97.5,100.809,0.257,2.911,21.001,12.721,5.122,1181.125
Cheal-C4,Clean,1412.443,8.5,8.296,2.404,95.834,97.149,0.267,2.93,21.504,13.134,5.189,1181.238
Cheal-C4,Clean,1412.596,8.5,8.32,2.389,95,98.543,0.255,2.926,21.264,13.094,5.234,1181.353
Cheal-C4,Clean,1412.748,8.5,8.332,2.382,96.584,98.254,0.255,2.918,20.41,12.716,5.177,1181.469
Cheal-C4,Clean,1412.9,8.5,8.368,2.38,97.416,101.458,0.262,2.919,19.515,12.263,5.062,1181.584
Cheal-C4,Clean,1413.053,8.5,8.384,2.385,98.25,100.734,0.27,2.927,19.443,12.316,5.144,1181.7
Cheal-C4,Clean,1413.205,8.5,8.44,2.389,98.416,100.406,0.277,2.937,18.794,12.034,5.028,1181.816
Cheal-C4,Clean,1413.358,8.5,8.496,2.395,97.5,97.004,0.276,2.956,18.662,12.152,5.027,1181.932
Cheal-C4,Clean,1413.51,8.5,8.464,2.403,95.75,96.533,0.27,2.992,18.667,12.495,5.203,1182.047
Cheal-C4,Clean,1413.662,8.5,8.344,2.402,95,97.965,0.273,3.017,18.107,12.518,5.255,1182.16
Cheal-C4,Clean,1413.815,8.5,8.312,2.403,95,98.397,0.269,3.031,17.78,12.59,5.165,1182.273
Cheal-C4,Clean,1413.967,8.5,8.308,2.406,94.25,99.063,0.259,3.022,17.885,12.886,5.253,1182.386
Cheal-C4,Clean,1414.12,8.5,8.344,2.417,93.25,99.584,0.253,3.017,18.452,13.434,5.496,1182.501
Cheal-C4,Clean,1414.272,8.5,8.32,2.43,90,102.896,0.245,3.017,18.89,13.759,5.878,1182.617
Cheal-C4,Clean,1414.424,8.5,8.312,2.445,89.916,105.111,0.258,3.033,19.508,14.051,6.414,1182.732
Cheal-C4,Clean,1414.577,8.5,8.344,2.458,79.25,104.433,0.251,3.072,19.59,13.949,6.883,1182.849
Cheal-C4,Clean,1414.729,8.5,8.36,2.485,67.936,100.972,0.234,3.121,19.449,13.628,7.362,1182.964
Cheal-C4,Clean,1414.882,8.5,8.368,2.542,60.25,92.15,0.202,3.172,20.786,14.382,8.146,1183.08
Cheal-C4,Clean,1415.034,8.5,8.356,2.618,58,87.694,0.172,3.208,23.963,16.62,9.911,1183.195
Cheal-C4,Clean,1415.186,8.5,8.496,2.665,57.5,74.681,0.148,3.257,32.907,22.834,13.782,1183.308
Cheal-C4,Clean,1415.339,8.5,8.576,2.673,59.25,64.24,0.15,3.351,69.175,47.599,26.281,1183.421
Cheal-C4,Clean,1415.491,8.5,8.464,2.66,58.25,54.058,0.152,3.469,82.084,55.828,33.074,1183.533
Cheal-C4,Clean,1415.644,8.5,8.44,2.664,56,54.004,0.145,3.537,76.026,51.679,33.713,1183.65
Cheal-C4,Clean,1415.796,8.5,8.416,2.677,55.25,55.396,0.132,3.491,88.424,59.127,37.805,1183.765
Cheal-C4,Clean,1415.948,8.5,8.448,2.684,58.25,59.443,0.12,3.345,109.159,67.291,28.41,1183.88
Cheal-C4,Clean,1416.101,8.5,8.472,2.652,60.507,65.751,0.121,3.167,60.52,34.216,11.135,1183.995
Cheal-C4,Clean,1416.253,8.5,8.504,2.554,70.5,75.877,0.131,3.006,34.176,19.823,7.069,1184.107
Cheal-C4,Clean,1416.406,8.5,8.512,2.437,87.25,84.323,0.162,2.88,25.538,15.438,6.278,1184.22
Cheal-C4,Clean,1416.558,8.5,8.472,2.349,96.5,92.649,0.192,2.788,23.958,14.986,6.232,1184.334
Cheal-C4,Clean,1416.71,8.5,8.488,2.314,98.25,98.509,0.24,2.743,23.277,15.009,5.757,1184.45
Cheal-C4,Clean,1416.863,8.5,8.536,2.322,97.5,104.403,0.267,2.761,23.648,15.524,5.087,1184.566
Cheal-C4,Clean,1417.015,8.5,8.544,2.342,99.084,104.036,0.279,2.824,23.151,15.769,4.676,1184.681
Cheal-C4,Clean,1417.168,8.5,8.56,2.363,98.25,102.965,0.27,2.879,21.759,15.271,4.684,1184.798
Cheal-C4,Clean,1417.32,8.5,8.624,2.368,100,98.668,0.265,2.896,20.918,14.603,4.661,1184.913
Cheal-C4,Clean,1417.472,8.5,8.696,2.367,100,101.204,0.273,2.897,20.515,14.006,4.814,1185.029
Cheal-C4,Clean,1417.625,8.5,8.729,2.375,100,101.798,0.29,2.929,19.882,13.225,4.865,1185.143
Cheal-C4,Clean,1417.777,8.5,8.729,2.386,99.25,105.932,0.295,2.981,19.767,12.913,4.952,1185.255
Cheal-C4,Clean,1417.93,8.5,8.696,2.394,100,110.776,0.29,3.028,19.58,12.657,5.061,1185.368
Cheal-C4,Clean,1418.082,8.5,8.68,2.398,100,109.098,0.304,3.043,19.546,12.541,5.205,1185.482
Cheal-C4,Clean,1418.234,8.5,8.753,2.398,100.834,112.068,0.308,3.042,19.354,12.414,5.307,1185.598
Cheal-C4,Clean,1418.387,8.5,8.825,2.397,102.088,112.302,0.336,3.03,19.045,12.154,5.269,1185.714
Cheal-C4,Clean,1418.539,8.5,8.873,2.394,101.669,116.059,0.329,3.026,19.1,12.048,5.225,1185.829
Cheal-C4,Clean,1418.692,8.5,8.873,2.39,100.75,116.059,0.328,3.027,19.173,12.025,5.229,1185.942
Cheal-C4,Clean,1418.844,8.5,8.873,2.388,101.666,110.152,0.321,3.022,18.911,11.857,5.196,1186.055
Cheal-C4,Clean,1418.996,8.5,8.841,2.382,101.75,109.761,0.315,3.004,18.163,11.443,5.138,1186.167
Cheal-C4,Clean,1419.149,8.5,8.777,2.383,102.5,109.357,0.317,2.984,17.857,11.243,5.095,1186.283
Cheal-C4,Clean,1419.301,8.5,8.765,2.376,101.75,112.975,0.325,2.965,17.419,10.906,4.888,1186.399
Cheal-C4,Clean,1419.454,8.5,8.729,2.37,101.75,115.05,0.331,2.948,17.197,10.724,4.808,1186.515
Cheal-C4,Clean,1419.606,8.5,8.769,2.356,103.334,113.63,0.333,2.923,17.202,10.728,4.823,1186.629
Cheal-C4,Clean,1419.758,8.5,8.833,2.345,103.5,114.3,0.319,2.894,16.351,10.219,4.677,1186.741
Cheal-C4,Clean,1419.911,8.5,8.873,2.34,103.25,114.603,0.313,2.9,16.194,10.123,4.63,1186.854
Cheal-C4,Clean,1420.063,8.5,8.825,2.349,102.581,114.024,0.306,2.931,16.868,10.502,4.761,1186.968
Cheal-C4,Clean,1420.216,8.5,8.668,2.358,102.5,109.952,0.318,2.969,17.272,10.673,4.838,1187.084
Cheal-C4,Clean,1420.368,8.5,8.68,2.356,102.5,111.268,0.316,2.984,17.482,10.736,4.814,1187.2
Cheal-C4,Clean,1420.52,8.5,8.745,2.35,101.584,113.647,0.323,2.993,17.2,10.535,4.713,1187.315
Cheal-C4,Clean,1420.673,8.5,8.865,2.36,101.584,115.251,0.316,3.008,17.336,10.592,4.784,1187.432
Cheal-C4,Clean,1420.825,8.5,8.945,2.377,100,109.258,0.309,3.021,17.831,10.851,4.894,1187.547
Cheal-C4,Clean,1420.978,8.5,9.029,2.387,100.75,105.441,0.303,3.024,17.969,10.889,4.973,1187.663
Cheal-C4,Clean,1421.13,8.5,9.065,2.386,100.75,106.574,0.297,3.011,18.052,10.887,4.913,1187.776
Cheal-C4,Clean,1421.282,8.5,8.929,2.382,102.5,107.604,0.312,2.994,17.802,10.759,4.881,1187.889
Cheal-C4,Clean,1421.435,8.5,8.881,2.384,102.5,109.095,0.295,2.984,18.069,10.858,4.889,1188.002
Cheal-C4,Clean,1421.587,8.5,8.885,2.378,101.75,109.298,0.303,2.992,17.836,10.679,4.74,1188.116
Cheal-C4,Clean,1421.74,8.5,8.849,2.375,102.5,110.636,0.314,2.999,17.525,10.519,4.728,1188.232
Cheal-C4,Clean,1421.892,8.5,8.777,2.374,101.75,107.731,0.332,3.001,17.706,10.658,4.802,1188.348
Cheal-C4,Clean,1422.044,8.5,8.833,2.381,103.75,104.52,0.325,2.991,17.477,10.541,4.706,1188.463
Cheal-C4,Clean,1422.197,8.5,8.833,2.39,100.75,106.942,0.304,2.972,17.166,10.351,4.604,1188.576
Cheal-C4,Clean,1422.349,8.5,8.793,2.398,100,106.643,0.296,2.949,17.322,10.441,4.625,1188.688
Cheal-C4,Clean,1422.502,8.5,8.656,2.401,100,106.959,0.295,2.934,17.727,10.686,4.748,1188.802
Cheal-C4,Clean,1422.654,8.5,8.656,2.402,100.75,104.272,0.288,2.938,18.15,10.909,4.879,1188.917
Cheal-C4,Clean,1422.806,8.5,8.705,2.393,100.834,104.335,0.291,2.944,18.085,10.864,4.836,1189.033
Cheal-C4,Clean,1422.959,8.5,8.769,2.39,101.75,105.073,0.29,2.95,17.479,10.552,4.749,1189.149
Cheal-C4,Clean,1423.111,8.5,8.801,2.387,100.75,102.732,0.314,2.949,17.385,10.515,4.738,1189.264
Cheal-C4,Clean,1423.264,8.5,8.737,2.385,101.5,102.483,0.317,2.95,17.252,10.452,4.729,1189.381
Cheal-C4,Clean,1423.416,8.5,8.741,2.379,101.75,98.709,0.306,2.952,16.622,10.173,4.742,1189.496
Cheal-C4,Clean,1423.568,8.5,8.68,2.374,102.416,99.265,0.277,2.962,16.493,10.143,4.767,1189.61
Cheal-C4,Clean,1423.721,8.5,8.664,2.364,100.834,102.742,0.276,2.967,16.325,10.134,4.789,1189.724
Cheal-C4,Clean,1423.873,8.5,8.688,2.361,102.5,109.264,0.29,2.98,15.968,9.989,4.662,1189.836
Cheal-C4,Clean,1424.026,8.5,8.705,2.361,100.75,113.352,0.305,2.985,16.011,10.025,4.632,1189.95
Cheal-C4,Clean,1424.178,8.5,8.737,2.377,101.5,111.764,0.308,3.003,16.035,10.076,4.665,1190.065
Cheal-C4,Clean,1424.33,8.5,8.729,2.386,100,109.621,0.306,3.025,16.117,10.162,4.819,1190.181
Cheal-C4,Clean,1424.483,8.5,8.729,2.394,101.5,104.224,0.303,3.042,16.034,10.19,4.934,1190.297
Cheal-C4,Clean,1424.635,8.5,8.705,2.392,101.669,105.383,0.296,3.027,15.805,10.061,4.925,1190.41
Cheal-C4,Clean,1424.788,8.5,8.68,2.387,100.75,104.544,0.305,2.961,15.588,9.876,4.824,1190.523
Cheal-C4,Clean,1424.94,8.5,8.68,2.375,100.75,107.868,0.306,2.897,15.616,9.878,4.852,1190.636
Cheal-C4,Clean,1425.092,8.5,8.68,2.372,104.834,108.441,0.326,2.861,15.486,9.807,4.869,1190.75
Cheal-C4,Clean,1425.245,8.5,8.737,2.379,103.75,111.649,0.311,2.883,15.545,9.811,4.875,1190.866
Cheal-C4,Clean,1425.397,8.5,8.801,2.389,100.75,112.275,0.301,2.915,15.684,9.787,4.751,1190.982
Cheal-C4,Clean,1425.55,8.5,8.825,2.386,100.834,110.888,0.279,2.939,16.049,9.941,4.78,1191.097
Cheal-C4,Clean,1425.702,8.5,8.688,2.375,100,106.368,0.286,2.952,16.391,10.097,4.821,1191.21
Cheal-C4,Clean,1425.854,8.5,8.656,2.37,100,103.608,0.278,2.967,16.718,10.258,4.852,1191.322
